course_id,course_gpa,valid_sections,total_graded,title,description,department
COMLIT190W,3.6447368421052633,4.0,76.0,Advanced Seminar in Comparative Literature and Theory,Capstone seminar for the Comparative Literature major. Deepens understanding of the field through investigation of a special topic and a substantial research and writing project.,COM LIT
COMLIT60A,3.555264879005886,20.0,1529.0,World Literature,"An introduction to the comparative study of literatures and cultures in a global context. Studies literary texts and other media across the borders of various cultures, historical periods, and traditions. All texts are read in English translation.",COM LIT
COMLIT60B,3.367170626349892,12.0,463.0,Reading with Theory,"Introduction to theory and methods of literary and cultural criticism in a global context. Students read theoretical approaches to literature, culture, and ideas. Marx and Freud, e.g., may be studied alongside readings in narrative poetry, film, song lyrics, novel.",COM LIT
COMLIT60C,3.48729792147806,11.0,433.0,Cultural Studies,"Introduces students to a variety of cultural practices (literature, blogs, films, radio, comics) from across the globe. Focuses on the ways that context, genre, and medium (e.g., written, visual, oral) affect how these practices are produced, circulated, and received.",COM LIT
COMLIT8,3.5542168674698793,5.0,166.0,Travels in Comparative Literature,"Readings in English and in English translation on such topics as love, war, cities, travel writing, politics, fantasy and science fiction, violence.",COM LIT
COMLIT9,3.704514363885089,13.0,731.0,Introduction to Multiculturalism,"Various themes and forms of literary and cultural production within a multicultural framework, including African American, Asian American, Chicano/Latino, and Native American literatures and cultures.",COM LIT
COMPSCI199,3.9751809720785936,39.0,967.0,Individual Study,Individual research or investigation with Computer Science faculty.,COMPSCI
CRM/LAWC10,3.457234547230361,44.0,7167.0,"Fundamentals of Criminology, Law and Society ","Introduces three interdisciplinary literatures: criminology, socio-legal studies, and justice studies. Focuses on theoretical and empirical work addressing law making, law breaking, and legal systems.",CRM/LAW
CRM/LAWC100,3.6231702216645756,65.0,7173.0,"Special Topics in Criminology, Law and Society",Course content varies with interest of the instructor.,CRM/LAW
CRM/LAWC101,3.4126344086021505,14.0,1488.0,American Law,"Introduction to substantive and procedural law governing private dispute resolution, including common law (tort, property, contracts), lawsuits (civil procedure), and alternative dispute resolution; emphasis on the socio-legal ramifications of private disputes, particularly the modern tort system and tort reform movement.",CRM/LAW
CRM/LAWC102,3.368274582560297,10.0,1078.0,Introduction to the Comparative Study of Legal Cultures,Traces the anthropological and comparative cultural study of law from the nineteenth century to the present; briefly surveys the diversity of recorded legal cultures and critically examines key concepts which have been used to describe and classify them.,CRM/LAW
CRM/LAWC103,3.5794392523364484,6.0,535.0,US Legal Thought,"Evolution of legal thought in socio-historical context from 19th century to present; emphasizes the rise and fall of legal classicism and modern socio-legal critiques, including the law and society movement, critical legal studies, feminist legal theory, and critical race studies.",CRM/LAW
CRM/LAWC104,3.6439665471923535,14.0,1674.0,Sociology of Law,"Examines law creation and law enforcement in their social and political context. Discusses the major theories of law and the modern state, and presents case studies in order to evaluate the strengths and weaknesses of these theoretical perspectives.",CRM/LAW
CRM/LAWC105,2.529113924050633,4.0,790.0,Psychology and the Law,"Psychological assumptions of the American legal system and mental health aspects of provision of criminal justice services. Civil commitment, insanity defense, competence to stand trial, jury selection, eyewitness identification. Use of police, courts, correctional institutions in prevention of behavior disorder.",CRM/LAW
CRM/LAWC106,3.313705583756345,20.0,1970.0,Crime and Public Policy,"Explores nature and dimensions of crime in America and uses and limits of various strategies to control it. Topics include growth of imprisonment, the problem of domestic violence, the death penalty, gun control, and the potential of crime prevention programs.",CRM/LAW
CRM/LAWC107,3.6597938144329896,18.0,2134.0,Deviance,"Perspectives on deviance and criminality in behavior, institution, community, and myth. The suitability of contemporary theories of deviant behavior.",CRM/LAW
CRM/LAWC108,3.3447753659767794,17.0,1981.0,Criminological Theory,"Explores the question of crime causation from a number of theoretical perspectives in the social sciences. Schools of thought examined include utilitarianism, positivism, human ecology, social structural approaches, social process (learning) theories, labeling, and radical-critical (political) perspectives.",CRM/LAW
CRM/LAWC109,3.114503816793893,16.0,1179.0,Juvenile Delinquency,"Patterns of delinquent behavior, theories that explain behavior, current research aimed at enhancing exploratory power. Attempts to prevent and control delinquency are put in historical perspective. Development of the current juvenile justice system and evolution of modern juvenile law.",CRM/LAW
CRM/LAWC110,3.5116896918172156,17.0,1882.0,Community Context of Crime,"Examines the social context of high-crime communities, with special emphasis on the problems of poverty, joblessness, economic inequality, and racial discrimination. Assesses debates on the causes of these problems, and on the most effective policies to combat them.",CRM/LAW
CRM/LAWC111,3.6531311154598827,14.0,2044.0,Theories of Punishment,"Survey of the various schools of thought regarding formal punishment theory. The purposes of legal sanctions are examined, including those of deterrence, rehabilitation, retribution, and incapacitation. Considers problems in realizing formal goals of punishment in practice.",CRM/LAW
CRM/LAWC112,3.295936395759717,9.0,1132.0,Legal Sanctions and Social Control,"Examination of criminal sanctions as mechanisms of social control. Includes the nature, function, and organization of courts as sanction generating institutions, and problems associated with punishing white-collar and corporate illegalities.",CRM/LAW
CRM/LAWC113,3.451655629139073,15.0,1510.0,Gender and Social Control,"Examines the legal system's use of sex as an organizing characteristic, focusing particularly on sameness and difference feminism, and tracing the evolution of equal treatment of men and women in the areas of constitutional rights, employment, education, and military service.",CRM/LAW
CRM/LAWC114,3.190816326530612,11.0,980.0,Miscarriages of Justice,"Systematically describes, explains, and analyzes the causes and consequences of the wrongful accusation, prosecution, incarceration, and sometimes even execution, of the innocent in the American criminal justice system.",CRM/LAW
CRM/LAWC115,3.2989000478240076,18.0,2091.0,"Prisons, Punishment, and Corrections","A review of how the U.S. punishes and rehabilitates convicted law violators. The conflicts among the major purposes of sentencing—rehabilitation, deterrence, incapacitation—are discussed, as well as the effects of different sanctions on public safety, offender rehabilitation, and justice system costs.",CRM/LAW
CRM/LAWC116,3.521678321678322,14.0,1430.0,"Race, Ethnicity, and Social Control","Provides a historical and sociological survey of racial and ethnic group relations in contexts of crime control, emphasizing the roles of racial ideology, structural racism, and social movements in shaping these dynamic relations, and their significance to American liberal democracy.",CRM/LAW
CRM/LAWC117,3.300872093023256,7.0,688.0,Imprisonment and Reentry,"Offers an overview of imprisonment and reentry in the contemporary United States. Examines the development of the prison in the United States and explores changes in its composition, structure, and purpose over time.",CRM/LAW
CRM/LAWC118,3.5268166089965396,6.0,1156.0,Domestic Violence,General perspectives about domestic violence and theoretical accounts about what causes such behavior.,CRM/LAW
CRM/LAWC120,3.692982456140351,15.0,1482.0,Law and Inequality,"Various aspects of the law as related to three specific areas of inequality: immigration and immigrants, race, and gender. The role of law as a tool of social reform and limitations of the legal system historically in resolving inequality issues.",CRM/LAW
